date,BTC-USD,ETC-USD,ALGO-USD,XTZ-USD,ETH-USD,EOS-USD,XLM-USD,LTC-USD,LINK-USD,BCH-USD,DASH-USD
2019-09-18 06:00:00,10161.3,6.398,0.3385,1.1125,211.72,4.069,0.071457,75.43,1.69999,321.46,95.04
2019-09-18 12:00:00,10182.84,6.47,0.3427,1.1315,213.39,4.133,0.078599,79.5,1.78953,326.56,97.15
2019-09-18 18:00:00,10155.26,6.388,0.3411,1.0861,210.27,4.081,0.082876,77.75,1.80999,324.04,97.646
2019-09-19 00:00:00,9876.51,6.02,0.3153,1.0562,206.41,3.869,0.078147,73.81,1.87,310.91,91.5
2019-09-19 06:00:00,9855.26,6.089,0.314,1.0341,206.54,3.843,0.081196,73.92,1.80112,309.84,96.491
2019-09-19 12:00:00,10035.04,6.161,0.3214,1.1084,219.75,3.926,0.083108,76.54,1.84841,316.13,102.275
2019-09-19 18:00:00,10275.01,6.226,0.3222,1.0891,220.8,3.968,0.080944,76.82,1.878,323.8,99.935
2019-09-20 00:00:00,10170.01,6.098,0.3196,1.0976,217.28,3.894,0.075134,74.65,1.83879,317.94,98.407
2019-09-20 06:00:00,10159.63,6.209,0.3242,1.0971,218.74,3.9,0.07579,75.54,1.81985,317.58,97.466
2019-09-20 12:00:00,10115.01,6.12,0.3178,1.0448,215.95,3.888,0.071157,74.01,1.7639,312.72,95.828
2019-09-20 18:00:00,10168.85,6.16,0.3201,1.0628,218.06,4.014,0.071933,75.1,1.82052,315.75,96.65
2019-09-21 00:00:00,10099.83,6.152,0.3167,1.0722,218.67,4.028,0.072,74.78,1.85937,315.69,96.03
2019-09-21 06:00:00,10048.9,6.117,0.3175,1.0591,216.4,4.038,0.071428,73.66,1.83658,312.11,94.998
2019-09-21 12:00:00,9969.63,6.092,0.3174,1.056,215.43,4.008,0.070877,72.76,1.82945,310.92,93.428
2019-09-21 18:00:00,9973.99,6.114,0.3157,1.0725,214.8,3.997,0.069626,73.18,1.88,311.6,92.817
2019-09-22 00:00:00,9927.78,6.015,0.3099,1.054,210.39,3.881,0.068166,72.08,1.83582,306.27,92.338
2019-09-22 06:00:00,10001.36,6.014,0.3098,1.0569,210.61,3.891,0.067897,72.06,1.82517,306.93,93.202
2019-09-22 12:00:00,9991.89,5.98,0.3075,1.0545,207.75,3.779,0.067567,71.75,1.78497,304.24,91.515
2019-09-22 18:00:00,10026.8,5.99,0.3003,1.0479,211.1,3.812,0.068589,72.26,1.8194,306.75,90.764
2019-09-23 00:00:00,9946.57,5.967,0.2878,1.04,208.4,3.768,0.065804,72.27,1.80969,304.41,89.361
2019-09-23 06:00:00,9908.83,5.983,0.2853,1.1191,209.3,3.797,0.067694,73.07,1.83352,304.44,89.375
2019-09-23 12:00:00,9775.76,5.944,0.2821,1.0889,206.65,3.828,0.065286,71.89,1.83992,302.84,89.569
2019-09-23 18:00:00,9693.74,5.809,0.2674,1.053,200.8,3.682,0.063373,66.47,1.80177,292.06,86.545
2019-09-24 00:00:00,9752.0,5.87,0.276,1.1,200.84,3.688,0.064,67.02,1.84313,292.06,87.906
2019-09-24 06:00:00,9714.16,5.827,0.2704,1.0501,197.27,3.648,0.063551,66.77,1.9544,290.25,87.527
2019-09-24 12:00:00,9461.32,5.547,0.2602,1.0047,189.08,3.338,0.05999,65.02,1.96353,276.23,82.47
2019-09-24 18:00:00,8530.01,4.964,0.1947,0.9199,166.26,2.774,0.054151,55.5,1.7285,246.26,72.083
2019-09-25 00:00:00,8505.49,4.819,0.2037,0.8806,169.12,2.84,0.054403,56.88,1.77998,225.5,75.999
2019-09-25 06:00:00,8329.09,4.66,0.1948,0.8329,166.8,2.799,0.053857,54.45,1.69336,218.41,69.946
2019-09-25 12:00:00,8375.0,4.889,0.2045,0.8569,168.63,2.87,0.054877,57.03,1.70531,226.15,71.118
2019-09-25 18:00:00,8438.35,4.86,0.205,0.8526,170.0,2.865,0.057395,57.53,1.75001,227.9,73.423
2019-09-26 00:00:00,8388.53,4.775,0.1912,0.8593,169.03,2.843,0.05944,56.74,1.74339,223.73,72.927
2019-09-26 06:00:00,8384.97,4.836,0.1836,0.9075,168.77,2.842,0.060399,56.54,1.71077,223.65,72.76
2019-09-26 12:00:00,7918.2,4.639,0.1779,0.8205,159.25,2.665,0.05687,52.87,1.58576,209.02,67.639
2019-09-26 18:00:00,8060.0,4.755,0.19,0.8519,165.85,2.78,0.058564,55.21,1.6559,214.11,68.849
2019-09-27 00:00:00,7980.78,4.597,0.1856,0.8297,164.65,2.74,0.057551,54.48,1.59544,212.61,68.005
2019-09-27 06:00:00,7984.32,4.61,0.1803,0.8447,165.36,2.765,0.057433,54.67,1.60906,212.78,67.7
2019-09-27 12:00:00,8039.84,4.637,0.1867,0.8629,167.64,2.795,0.057472,54.77,1.6291,216.17,69.761
2019-09-27 18:00:00,8193.99,4.68,0.1902,0.8862,174.44,2.833,0.058922,56.05,1.66567,220.65,71.58
2019-09-28 00:00:00,8168.69,4.761,0.1891,0.8622,174.48,2.832,0.058885,55.51,1.69485,219.97,71.398
2019-09-28 06:00:00,8147.84,4.69,0.1904,0.8999,172.73,2.81,0.058549,55.12,1.65603,220.1,71.3
2019-09-28 12:00:00,8157.11,4.66,0.204,0.9047,174.01,2.869,0.058529,55.27,1.68107,227.87,71.578
2019-09-28 18:00:00,8217.47,4.684,0.2036,0.8906,173.9,2.833,0.05846,55.53,1.67973,227.62,71.539
2019-09-29 00:00:00,8135.06,4.66,0.207,0.8811,171.76,2.792,0.05811,54.62,1.71922,222.83,70.1
2019-09-29 06:00:00,8092.4,4.587,0.2297,0.9085,169.84,2.783,0.057783,54.46,1.70532,220.73,69.165
2019-09-29 12:00:00,7995.76,4.524,0.2277,0.8803,168.5,2.75,0.057702,53.21,1.7027,216.12,68.81
2019-09-29 18:00:00,8052.4,4.557,0.2247,0.8785,169.38,2.778,0.058114,53.91,1.70105,218.17,69.027
2019-09-30 00:00:00,7793.61,4.45,0.222,0.8575,166.23,2.744,0.057479,53.11,1.66246,214.5,67.137
2019-09-30 06:00:00,8046.05,4.652,0.2265,0.8829,173.04,2.923,0.060757,55.24,1.69491,224.99,69.325
2019-09-30 12:00:00,8256.2,4.795,0.2411,0.8962,177.92,2.944,0.0612,55.79,1.72821,226.35,70.653
2019-09-30 18:00:00,8304.96,4.713,0.2518,0.9017,181.17,2.966,0.062127,56.09,1.77329,227.65,71.0
2019-10-01 00:00:00,8440.0,4.786,0.2539,0.9188,182.42,3.041,0.060981,56.84,1.8,231.24,71.681
2019-10-01 06:00:00,8380.0,4.745,0.249,0.95,180.81,3.044,0.060942,56.19,1.78897,229.09,71.2
2019-10-01 12:00:00,8301.28,4.67,0.2298,0.9933,175.38,2.921,0.058462,55.63,1.8301,222.5,70.445
2019-10-01 18:00:00,8321.52,4.648,0.234,0.9487,176.15,2.948,0.058875,55.8,1.83509,223.68,70.718
2019-10-02 00:00:00,8184.99,4.624,0.2296,0.8903,174.55,2.912,0.058009,55.77,1.84955,221.51,69.564
2019-10-02 06:00:00,8284.81,4.65,0.2393,0.898,177.34,2.974,0.058866,56.38,1.93647,224.59,69.999
2019-10-02 12:00:00,8242.04,4.599,0.2255,0.9248,176.74,2.984,0.059294,55.64,1.94666,222.59,70.153
2019-10-02 18:00:00,8381.72,4.698,0.2335,0.9449,180.82,3.006,0.059795,56.43,2.0261,225.42,70.969
2019-10-03 00:00:00,8304.69,4.642,0.2338,0.93,178.24,2.964,0.05935,55.95,1.99938,222.63,70.433
2019-10-03 06:00:00,8230.02,4.606,0.2322,0.9481,176.51,2.949,0.058919,55.61,2.0,222.64,69.435
2019-10-03 12:00:00,8150.0,4.564,0.2299,0.9146,173.23,2.923,0.058699,55.89,1.97135,219.76,69.505
2019-10-03 18:00:00,8240.41,4.614,0.2293,0.934,175.05,2.929,0.058692,56.44,1.94927,222.64,69.297
2019-10-04 00:00:00,8102.47,4.559,0.227,0.91,173.2,2.92,0.058285,56.0,1.91298,221.18,69.004
2019-10-04 06:00:00,8162.14,4.636,0.2305,0.9152,174.88,2.977,0.059097,57.12,1.925,222.56,69.159
2019-10-04 12:00:00,8180.0,4.646,0.2295,0.9218,177.38,3.053,0.05985,57.06,1.94511,223.55,69.822
2019-10-04 18:00:00,8156.67,4.592,0.2286,0.9246,175.97,3.009,0.058729,56.51,1.97272,221.76,69.864
2019-10-05 00:00:00,8131.48,4.59,0.229,0.9208,175.93,2.98,0.058747,56.25,1.96188,221.17,69.792
2019-10-05 06:00:00,8096.94,4.596,0.2268,0.9195,174.33,2.951,0.058969,56.15,1.93,220.42,69.253
2019-10-05 12:00:00,8051.97,4.585,0.2206,0.9105,174.45,2.958,0.058585,56.28,1.95492,222.0,68.852
2019-10-05 18:00:00,8147.63,4.626,0.2261,0.9167,176.73,2.993,0.059056,56.85,1.96325,223.51,70.214
2019-10-06 00:00:00,8073.66,4.628,0.2168,0.9022,175.71,2.965,0.058972,56.26,2.01272,222.05,70.4
2019-10-06 06:00:00,7958.18,4.565,0.2172,0.8951,174.08,2.966,0.057956,56.06,2.0699,221.72,70.783
2019-10-06 12:00:00,7990.99,4.56,0.2174,0.8838,172.82,2.938,0.058687,55.04,2.20738,220.99,69.876
2019-10-06 18:00:00,7859.79,4.49,0.2122,0.8699,170.18,2.916,0.058385,54.48,2.16693,220.47,69.537
2019-10-07 00:00:00,7842.71,4.511,0.2093,0.8902,171.27,2.968,0.059816,54.72,2.18848,222.52,69.105
2019-10-07 06:00:00,7991.77,4.581,0.2157,0.9092,174.91,3.008,0.061924,55.89,2.23286,227.48,70.192
2019-10-07 12:00:00,8279.14,4.731,0.2229,0.9167,181.6,3.216,0.062611,58.53,2.42002,237.2,72.099
2019-10-07 18:00:00,8209.0,4.673,0.2178,0.8978,180.26,3.184,0.062176,57.56,2.40398,232.97,71.007
2019-10-08 00:00:00,8258.19,4.699,0.2196,0.9049,182.75,3.205,0.062796,57.79,2.3494,235.42,73.488
2019-10-08 06:00:00,8184.39,4.631,0.2173,0.897,180.87,3.177,0.0618,57.25,2.59606,233.15,72.975
2019-10-08 12:00:00,8182.61,4.615,0.2167,0.9017,179.46,3.151,0.06157,56.95,2.51629,229.51,71.446
2019-10-08 18:00:00,8180.0,4.635,0.225,0.8985,180.72,3.164,0.061964,57.0,2.59411,231.54,71.058
2019-10-09 00:00:00,8150.49,4.617,0.2339,0.9003,180.44,3.132,0.0619,57.08,2.69235,229.99,70.401
2019-10-09 06:00:00,8193.65,4.67,0.239,0.9322,183.54,3.194,0.063548,57.84,2.88548,232.21,71.586
2019-10-09 12:00:00,8637.99,5.154,0.2355,0.9523,192.3,3.236,0.063614,59.51,2.74,238.38,73.456
2019-10-09 18:00:00,8590.0,5.089,0.2399,0.9398,193.26,3.243,0.063175,59.26,2.81207,239.53,73.698
2019-10-10 00:00:00,8571.55,4.996,0.2441,0.9384,193.18,3.177,0.062676,58.93,2.74378,235.85,73.43
2019-10-10 06:00:00,8556.01,5.008,0.2385,0.9351,189.84,3.125,0.061309,58.04,2.58999,231.71,71.8
2019-10-10 12:00:00,8522.17,4.89,0.2512,0.9266,190.45,3.103,0.06187,57.55,2.53663,229.42,71.583
2019-10-10 18:00:00,8587.5,4.845,0.252,0.9188,191.79,3.115,0.061625,57.77,2.64758,230.31,72.603
2019-10-11 00:00:00,8444.99,4.787,0.2607,0.885,188.77,3.068,0.060783,56.5,2.63481,227.5,71.509
2019-10-11 06:00:00,8310.0,4.73,0.27,0.905,184.2,3.055,0.059817,56.13,2.6844,221.85,71.26
2019-10-11 12:00:00,8339.02,4.694,0.2659,0.9105,181.78,3.087,0.06042,56.14,2.72173,221.63,70.793
2019-10-11 18:00:00,8267.33,4.646,0.2505,0.9047,180.84,3.063,0.059933,55.94,2.74999,221.07,69.5
2019-10-12 00:00:00,8344.26,4.729,0.2525,0.9094,184.08,3.131,0.0611,56.39,2.73691,224.53,70.468
2019-10-12 06:00:00,8327.5,4.711,0.247,0.9078,183.0,3.079,0.061035,55.99,2.66288,223.92,70.04
2019-10-12 12:00:00,8332.09,4.739,0.2555,0.9026,182.88,3.056,0.060939,55.84,2.56706,224.43,71.5
2019-10-12 18:00:00,8309.03,4.72,0.2556,0.8861,179.86,3.07,0.060926,55.77,2.60399,224.52,70.627
2019-10-13 00:00:00,8334.2,4.725,0.2603,0.8889,181.45,3.084,0.061598,56.14,2.59847,225.54,71.321
2019-10-13 06:00:00,8369.97,4.778,0.257,0.8973,182.81,3.112,0.06215,56.56,2.56387,226.91,71.254
2019-10-13 12:00:00,8430.06,4.785,0.2554,0.9198,183.47,3.113,0.062216,57.26,2.53715,225.54,71.454
2019-10-13 18:00:00,8282.97,4.749,0.2508,0.9018,181.18,3.104,0.061397,56.48,2.49153,223.23,70.279
2019-10-14 00:00:00,8317.98,4.783,0.2585,0.918,183.46,3.145,0.063345,56.81,2.62334,225.62,71.305
2019-10-14 06:00:00,8294.19,4.811,0.259,0.9185,182.81,3.131,0.063205,56.74,2.59779,225.0,70.633
2019-10-14 12:00:00,8338.01,4.805,0.2665,0.9376,186.46,3.161,0.06386,56.73,2.56389,227.7,70.845
2019-10-14 18:00:00,8355.0,4.792,0.2667,0.9403,186.85,3.163,0.066259,56.87,2.53053,228.03,71.3
2019-10-15 00:00:00,8330.21,4.74,0.2667,0.9301,185.46,3.13,0.065744,56.52,2.5516,225.65,72.055
2019-10-15 06:00:00,8294.95,4.656,0.2606,0.9193,183.77,3.106,0.064782,55.56,2.55205,225.51,72.897
2019-10-15 12:00:00,8164.64,4.543,0.2495,0.9083,179.75,2.931,0.062876,54.51,2.37747,220.45,70.938
2019-10-15 18:00:00,8162.44,4.576,0.2475,0.9066,180.58,2.962,0.063971,54.56,2.39047,222.38,71.6
2019-10-16 00:00:00,8170.55,4.69,0.245,0.9112,179.91,2.965,0.063719,55.09,2.31978,223.74,71.762
2019-10-16 06:00:00,8049.38,4.58,0.235,0.8914,176.56,2.926,0.062242,53.82,2.26527,221.25,70.364
2019-10-16 12:00:00,7973.14,4.38,0.2294,0.8666,173.74,2.909,0.061322,52.35,2.2555,214.56,66.724
2019-10-16 18:00:00,7993.54,4.43,0.229,0.8803,174.5,2.922,0.061713,52.51,2.3807,217.07,68.194
2019-10-17 00:00:00,7984.02,4.449,0.2302,0.8816,173.99,2.903,0.061771,52.18,2.35,215.9,67.544
2019-10-17 06:00:00,8067.05,4.546,0.2359,0.8903,176.25,2.938,0.064062,53.6,2.39195,218.15,68.891
2019-10-17 12:00:00,8090.08,4.524,0.2374,0.8952,177.67,2.938,0.064532,54.77,2.47996,218.72,69.92
2019-10-17 18:00:00,8076.2,4.511,0.2358,0.8922,177.31,2.949,0.0652,54.95,2.42135,220.34,69.028
2019-10-18 00:00:00,7905.57,4.451,0.223,0.8821,173.82,2.904,0.062799,53.42,2.4078,215.69,67.373
2019-10-18 06:00:00,7922.01,4.436,0.221,0.8781,171.99,2.831,0.063004,53.45,2.4252,213.48,67.703
2019-10-18 12:00:00,7941.72,4.452,0.2256,0.8757,173.08,2.861,0.063107,53.09,2.39509,213.35,68.482
2019-10-18 18:00:00,7954.16,4.439,0.2258,0.8891,172.96,2.883,0.063167,53.31,2.35035,212.26,68.099
2019-10-19 00:00:00,7939.84,4.425,0.2245,0.8793,173.51,2.872,0.062573,53.13,2.33852,214.12,68.074
2019-10-19 06:00:00,7953.53,4.438,0.227,0.8891,173.46,2.887,0.06299,53.23,2.34999,213.41,68.133
2019-10-19 12:00:00,8003.0,4.44,0.226,0.9049,173.15,2.88,0.062743,54.01,2.36999,214.29,67.795
2019-10-19 18:00:00,7965.28,4.435,0.2232,0.8975,172.09,2.867,0.062482,53.81,2.35582,213.32,67.5
2019-10-20 00:00:00,7915.68,4.396,0.2174,0.8882,170.75,2.865,0.062195,53.19,2.33064,212.39,67.381
2019-10-20 06:00:00,7942.01,4.407,0.2181,0.8887,171.27,2.865,0.062655,53.2,2.29721,213.28,67.745
2019-10-20 12:00:00,8151.82,4.504,0.226,0.9098,175.54,2.924,0.063715,54.91,2.34846,223.81,69.327
2019-10-20 18:00:00,8236.12,4.539,0.2259,0.9005,175.49,2.927,0.063404,54.96,2.43997,224.99,69.252
2019-10-21 00:00:00,8239.62,4.485,0.2261,0.8923,174.25,2.911,0.063194,54.31,2.6,225.24,69.76
2019-10-21 06:00:00,8235.0,4.552,0.2285,0.93,176.39,2.944,0.063647,55.02,2.62432,231.89,69.057
2019-10-21 12:00:00,8199.99,4.544,0.2254,0.8865,173.64,2.91,0.063266,54.46,2.62096,230.9,68.647
2019-10-21 18:00:00,8209.92,4.599,0.2267,0.915,174.37,2.93,0.063879,54.72,2.63496,232.56,68.979
2019-10-22 00:00:00,8223.43,4.601,0.2255,0.9242,174.88,2.947,0.064384,54.94,2.70301,232.45,69.426
2019-10-22 06:00:00,8288.95,4.578,0.2238,0.9016,174.2,2.94,0.064017,54.66,2.73356,231.78,69.347
2019-10-22 12:00:00,8213.38,4.563,0.2249,0.9013,173.06,2.993,0.064228,54.53,2.77521,230.57,68.376
2019-10-22 18:00:00,8024.72,4.46,0.218,0.8754,171.3,2.893,0.063288,53.42,2.6,227.1,67.277
2019-10-23 00:00:00,7954.27,4.352,0.212,0.836,166.74,2.867,0.062125,52.46,2.57869,218.57,66.641
2019-10-23 06:00:00,7968.44,4.346,0.212,0.843,166.38,2.865,0.062215,52.27,2.63999,218.38,66.39
2019-10-23 12:00:00,7501.42,4.227,0.2022,0.8122,160.22,2.694,0.058809,49.2,2.54802,209.15,62.727
2019-10-23 18:00:00,7474.85,4.26,0.2007,0.7783,162.49,2.714,0.059846,49.54,2.61394,210.29,62.573
2019-10-24 00:00:00,7422.3,4.255,0.2016,0.7813,161.0,2.699,0.059068,48.95,2.67611,207.89,62.073
2019-10-24 06:00:00,7439.32,4.223,0.2006,0.772,161.22,2.699,0.059735,49.31,2.67977,210.26,61.979
2019-10-24 12:00:00,7448.56,4.357,0.2056,0.7884,162.21,2.759,0.060733,49.94,2.74012,216.5,62.951
2019-10-24 18:00:00,7430.87,4.264,0.2021,0.769,160.67,2.727,0.060184,49.66,2.73172,212.27,62.579
2019-10-25 00:00:00,7459.39,4.28,0.2007,0.7791,161.35,2.743,0.060026,49.65,2.69675,214.93,63.116
2019-10-25 06:00:00,7586.52,4.384,0.2068,0.7889,165.55,2.811,0.060841,50.6,2.72414,218.48,64.169
2019-10-25 12:00:00,8508.08,4.713,0.214,0.83,179.53,3.153,0.063714,56.31,2.88999,259.22,68.245
2019-10-25 18:00:00,8668.0,4.778,0.214,0.8376,181.66,3.181,0.064443,56.95,2.83729,258.69,70.172
2019-10-26 00:00:00,9615.0,4.771,0.2247,0.8454,187.41,3.312,0.065232,58.76,2.83255,266.68,70.824
2019-10-26 06:00:00,9235.01,4.62,0.2186,0.8231,181.91,3.171,0.063781,56.62,2.82293,257.74,68.825
2019-10-26 12:00:00,9152.65,4.54,0.2128,0.826,177.57,3.105,0.062612,55.64,2.70999,247.26,68.659
2019-10-26 18:00:00,9259.78,4.586,0.2164,0.8351,180.03,3.146,0.062947,56.88,2.73561,253.17,70.641
2019-10-27 00:00:00,9206.64,4.7,0.211,0.8286,179.9,3.141,0.063373,57.2,2.75359,252.5,69.968
2019-10-27 06:00:00,9293.67,4.649,0.2124,0.8161,179.63,3.137,0.062269,56.84,2.68018,252.53,69.06
2019-10-27 12:00:00,9689.87,4.86,0.2248,0.851,187.27,3.399,0.065157,61.55,2.71999,263.83,73.265
2019-10-27 18:00:00,9548.84,4.799,0.2201,0.8583,184.41,3.337,0.065259,59.91,2.67438,261.46,72.401
2019-10-28 00:00:00,9629.69,4.882,0.2286,0.8681,184.25,3.4,0.06636,59.31,2.83635,263.94,74.201
2019-10-28 06:00:00,9419.99,4.838,0.23,0.8693,185.25,3.406,0.066583,59.59,2.82249,272.07,73.897
2019-10-28 12:00:00,9380.4,4.763,0.2269,0.8536,181.02,3.294,0.065034,58.27,2.70409,266.66,72.618
2019-10-28 18:00:00,9226.5,4.741,0.2322,0.8567,182.02,3.282,0.064764,57.83,2.67066,264.0,71.941
2019-10-29 00:00:00,9407.84,4.997,0.2251,0.849,185.74,3.413,0.065752,59.52,2.69682,293.66,73.69
2019-10-29 06:00:00,9448.3,4.956,0.227,0.8618,188.01,3.428,0.068,60.17,2.71185,291.23,75.308
2019-10-29 12:00:00,9327.77,4.847,0.2271,0.8639,186.55,3.345,0.067057,59.18,2.70002,288.33,72.369
2019-10-29 18:00:00,9430.8,4.939,0.2262,0.8513,191.1,3.41,0.066842,59.84,2.66971,289.73,73.374
2019-10-30 00:00:00,9207.44,4.902,0.2214,0.8651,186.48,3.343,0.064833,59.18,2.55831,290.99,72.107
2019-10-30 06:00:00,9107.66,4.844,0.212,0.8414,183.56,3.276,0.064573,58.41,2.5465,290.8,72.08
2019-10-30 12:00:00,9123.24,4.751,0.2094,0.9143,182.05,3.245,0.063487,57.73,2.5803,286.87,71.735
2019-10-30 18:00:00,9164.44,4.792,0.2121,0.8798,183.38,3.273,0.064002,57.96,2.61249,289.01,72.346
2019-10-31 00:00:00,9180.0,4.884,0.2117,0.8829,183.65,3.291,0.063719,58.59,2.6365,290.5,72.188
2019-10-31 06:00:00,9122.92,4.801,0.217,0.9099,180.46,3.257,0.063257,58.14,2.596,280.08,70.565
2019-10-31 12:00:00,9266.19,4.848,0.2158,0.8927,183.57,3.276,0.0642,58.79,2.671,283.29,71.824
2019-10-31 18:00:00,9159.48,4.82,0.2229,0.8875,182.38,3.259,0.0651,58.37,2.72927,283.2,71.379
2019-11-01 00:00:00,9092.71,4.823,0.2175,0.8738,181.15,3.223,0.069993,57.87,2.73207,280.39,71.045
2019-11-01 06:00:00,9179.04,4.891,0.2293,0.8791,182.0,3.274,0.070273,58.39,2.68528,278.66,71.023
2019-11-01 12:00:00,9168.28,4.845,0.2469,0.868,180.47,3.295,0.069016,57.66,2.67712,274.57,71.701
2019-11-01 18:00:00,9253.12,4.89,0.2618,0.8761,183.19,3.352,0.069215,58.34,2.71643,278.98,72.031
2019-11-02 00:00:00,9232.45,4.88,0.2609,0.8826,182.92,3.353,0.069968,58.17,2.72667,282.22,72.117
2019-11-02 06:00:00,9272.17,4.867,0.2657,0.8739,183.13,3.35,0.069977,58.36,2.7213,282.78,72.268
2019-11-02 12:00:00,9305.38,4.98,0.2677,0.87,184.26,3.345,0.0703,58.93,2.70359,292.03,72.021
2019-11-02 18:00:00,9308.52,4.936,0.2597,0.8609,183.25,3.327,0.071528,58.38,2.69877,290.04,72.415
2019-11-03 00:00:00,9282.33,4.949,0.2518,0.867,183.77,3.32,0.069811,58.24,2.69356,295.66,71.831
2019-11-03 06:00:00,9171.04,4.92,0.2475,0.8553,181.71,3.274,0.06848,57.68,2.66365,287.58,71.0
2019-11-03 12:00:00,9163.43,4.856,0.2569,0.8599,179.92,3.225,0.068498,57.77,2.65525,285.89,70.767
2019-11-03 18:00:00,9206.52,4.88,0.266,0.8679,181.73,3.274,0.068697,58.34,2.65557,291.64,71.389
2019-11-04 00:00:00,9149.6,4.89,0.2581,0.8669,180.75,3.251,0.068592,58.13,2.63694,286.04,71.154
2019-11-04 06:00:00,9272.64,4.96,0.26,0.8862,184.97,3.393,0.069367,60.79,2.67262,294.18,72.219
2019-11-04 12:00:00,9323.14,4.985,0.2571,0.8997,187.05,3.473,0.069767,61.99,2.70351,290.2,72.989
2019-11-04 18:00:00,9412.53,4.971,0.2575,0.8885,186.25,3.443,0.079496,61.41,2.67266,291.13,72.703
2019-11-05 00:00:00,9407.12,4.956,0.2509,0.9075,186.26,3.457,0.081393,62.06,2.66416,291.32,73.082
2019-11-05 06:00:00,9290.6,4.951,0.2526,0.893,186.05,3.528,0.07964,62.67,2.66761,290.75,73.111
2019-11-05 12:00:00,9346.3,5.046,0.28,0.9141,190.07,3.647,0.0833,63.51,2.67574,294.05,73.8
2019-11-05 18:00:00,9322.09,5.033,0.2856,0.9283,188.88,3.625,0.082612,63.16,2.6826,293.3,74.59
2019-11-06 00:00:00,9339.29,5.147,0.2961,0.9072,192.55,3.644,0.080686,63.57,2.67689,303.53,74.386
2019-11-06 06:00:00,9387.6,5.074,0.2894,0.9421,191.31,3.605,0.080898,63.48,2.67202,300.16,74.084
2019-11-06 12:00:00,9299.21,5.026,0.2812,0.9391,190.0,3.563,0.077204,62.99,2.65408,301.32,73.283
2019-11-06 18:00:00,9341.27,5.085,0.2831,1.0601,191.13,3.601,0.077,64.16,2.74806,305.42,74.298
2019-11-07 00:00:00,9304.86,5.091,0.2731,1.1421,189.7,3.544,0.074725,62.98,2.66621,298.57,73.732
2019-11-07 06:00:00,9185.19,5.089,0.2695,1.1245,186.33,3.469,0.073669,61.45,2.66133,290.28,72.195
2019-11-07 12:00:00,9186.39,5.183,0.2747,1.25,185.31,3.453,0.074579,61.25,2.68343,289.39,71.74
2019-11-07 18:00:00,9198.84,5.243,0.27,1.2064,186.42,3.465,0.074264,61.37,2.6662,291.72,71.99
2019-11-08 00:00:00,9200.0,5.223,0.2737,1.1853,186.13,3.507,0.075259,62.16,2.69,291.03,72.196
2019-11-08 06:00:00,9012.13,5.131,0.2619,1.23,183.76,3.492,0.073568,60.49,2.67825,286.49,70.336
2019-11-08 12:00:00,8762.01,4.935,0.2586,1.1623,182.81,3.384,0.0709,59.51,2.64179,277.19,68.649
2019-11-08 18:00:00,8763.01,4.95,0.2553,1.1613,183.62,3.403,0.071033,60.4,2.70817,276.91,69.457
2019-11-09 00:00:00,8829.72,5.03,0.2604,1.185,184.75,3.453,0.072599,61.48,2.73562,281.45,69.682
2019-11-09 06:00:00,8811.0,4.941,0.2576,1.1956,184.09,3.454,0.073011,60.92,2.73176,280.54,69.923
2019-11-09 12:00:00,8772.85,4.946,0.2556,1.1787,183.99,3.457,0.072288,60.97,2.79546,281.02,69.186
2019-11-09 18:00:00,8807.89,4.951,0.2631,1.2629,184.77,3.491,0.073119,62.04,2.80355,282.52,69.889
2019-11-10 00:00:00,8861.47,5.014,0.2625,1.2301,188.23,3.543,0.075522,63.67,2.82445,286.29,70.2
2019-11-10 06:00:00,8830.96,4.991,0.2633,1.1946,186.55,3.536,0.078744,62.75,2.80091,285.02,70.234
2019-11-10 12:00:00,9040.62,5.055,0.2673,1.2305,189.83,3.595,0.077954,64.23,2.78495,293.4,70.69
2019-11-10 18:00:00,9032.23,5.034,0.2689,1.2219,188.88,3.584,0.078997,63.66,2.774,292.74,71.5
2019-11-11 00:00:00,8891.6,5.0,0.2634,1.2116,188.07,3.537,0.077679,62.75,2.74279,291.53,71.145
2019-11-11 06:00:00,8725.8,4.89,0.2713,1.1883,186.35,3.454,0.077308,61.62,2.70253,285.83,70.003
2019-11-11 12:00:00,8718.5,4.9,0.2792,1.1853,185.4,3.444,0.080235,61.92,2.70244,288.27,70.885
2019-11-11 18:00:00,8721.54,4.884,0.2833,1.1742,184.65,3.433,0.079844,61.74,2.73998,286.41,69.999
2019-11-12 00:00:00,8740.81,4.901,0.2774,1.1902,185.56,3.464,0.077824,61.75,2.74096,286.73,70.128
2019-11-12 06:00:00,8729.15,4.877,0.2717,1.1755,185.5,3.46,0.077022,61.21,2.7565,286.89,69.788
2019-11-12 12:00:00,8727.82,4.884,0.2733,1.1667,185.09,3.473,0.07673,61.15,2.82885,287.02,70.021
2019-11-12 18:00:00,8810.0,4.907,0.2732,1.171,186.98,3.483,0.076792,61.4,2.8202,289.15,70.17
2019-11-13 00:00:00,8715.58,4.87,0.2719,1.165,185.4,3.442,0.076566,60.95,2.83,286.0,69.786
2019-11-13 06:00:00,8753.99,4.897,0.2758,1.1575,186.83,3.469,0.076922,61.31,2.93912,287.3,70.293
2019-11-13 12:00:00,8747.01,4.859,0.2942,1.1306,187.85,3.446,0.076418,60.87,3.01129,285.31,69.92
