date,BTC-USD,ETC-USD,ALGO-USD,XTZ-USD,ETH-USD,EOS-USD,XLM-USD,LTC-USD,LINK-USD,BCH-USD,DASH-USD
2020-08-18 06:00:00,12179.0,7.477,0.5701,3.9178,427.22,3.629,0.110595,64.58,15.77003,311.33,95.0
2020-08-18 12:00:00,11989.91,7.327,0.5944,3.864,423.33,3.634,0.109429,66.48,16.15298,306.51,93.668
2020-08-18 18:00:00,11950.0,7.275,0.5569,3.84,422.31,3.58,0.108264,65.4,16.20617,303.6,92.762
2020-08-19 00:00:00,11718.27,7.054,0.5242,3.6671,408.61,3.387,0.10284,62.13,15.2077,294.6,89.299
2020-08-19 06:00:00,11848.25,7.11,0.5549,3.8465,413.22,3.433,0.104493,63.18,16.55,297.09,90.583
2020-08-19 12:00:00,11782.24,6.951,0.618,3.7474,408.35,3.398,0.103351,61.23,16.90807,293.19,91.082
2020-08-19 18:00:00,11758.87,6.815,0.5961,3.6313,407.59,3.35,0.102138,62.12,16.18832,292.71,87.837
2020-08-20 00:00:00,11702.23,6.818,0.611,3.5825,404.43,3.368,0.1008,61.79,16.04135,289.89,87.672
2020-08-20 06:00:00,11819.0,6.952,0.665,3.7588,411.47,3.432,0.104491,62.61,16.48147,293.25,89.598
2020-08-20 12:00:00,11829.5,6.995,0.6228,3.817,414.15,3.392,0.103728,62.39,15.95588,291.99,90.403
2020-08-20 18:00:00,11864.26,6.973,0.627,3.8561,415.92,3.446,0.107353,62.8,16.05069,294.75,91.454
2020-08-21 00:00:00,11851.71,7.016,0.5999,3.8276,414.05,3.561,0.108691,62.89,15.17275,298.74,93.902
2020-08-21 06:00:00,11718.53,6.857,0.5608,3.5926,405.59,3.432,0.103615,61.14,14.30319,293.37,90.87
2020-08-21 12:00:00,11697.83,6.762,0.5493,3.5423,403.2,3.371,0.101715,60.74,13.39538,288.46,89.851
2020-08-21 18:00:00,11529.22,6.635,0.5302,3.3916,388.05,3.254,0.099636,59.09,13.82669,282.99,86.639
2020-08-22 00:00:00,11469.88,6.666,0.5426,3.4509,386.01,3.244,0.099699,59.14,14.08882,282.9,87.753
2020-08-22 06:00:00,11565.49,6.642,0.5623,3.4896,390.16,3.277,0.099915,59.29,14.80731,282.59,87.534
2020-08-22 12:00:00,11606.17,6.889,0.5615,3.5752,390.95,3.289,0.100698,59.54,16.06691,284.48,88.963
2020-08-22 18:00:00,11672.93,6.791,0.5643,3.5771,395.62,3.366,0.102264,60.28,15.79706,286.75,90.847
2020-08-23 00:00:00,11580.97,6.718,0.5733,3.5019,389.1,3.287,0.100105,58.65,15.25431,281.8,88.545
2020-08-23 06:00:00,11531.97,6.78,0.545,3.4086,384.15,3.251,0.099,58.19,14.70827,279.62,87.73
2020-08-23 12:00:00,11636.67,6.792,0.5779,3.4694,390.12,3.33,0.101572,60.41,14.87888,283.73,90.719
2020-08-23 18:00:00,11650.01,6.825,0.6148,3.5183,390.9,3.322,0.102879,60.62,15.14877,284.69,91.581
2020-08-24 00:00:00,11660.66,6.84,0.6158,3.6671,392.69,3.337,0.102199,60.83,15.20987,288.63,91.408
2020-08-24 06:00:00,11789.3,6.909,0.6482,3.7714,406.8,3.407,0.105371,62.39,15.66444,290.95,92.894
2020-08-24 12:00:00,11753.71,6.879,0.6072,3.7172,403.17,3.374,0.103997,62.46,15.20122,292.85,92.202
2020-08-24 18:00:00,11753.85,6.86,0.6299,3.6806,407.76,3.385,0.103023,62.04,15.13262,290.58,91.795
2020-08-25 00:00:00,11667.38,6.759,0.6039,3.659,400.51,3.322,0.101425,61.05,15.17616,285.73,89.874
2020-08-25 06:00:00,11615.91,6.749,0.5967,3.5866,395.14,3.312,0.101169,60.93,14.94901,285.71,89.463
2020-08-25 12:00:00,11230.01,6.485,0.5467,3.3599,373.71,3.07,0.096271,57.4,13.79771,272.27,83.748
2020-08-25 18:00:00,11324.92,6.615,0.5609,3.4361,383.33,3.122,0.097272,58.38,14.13544,275.68,84.567
2020-08-26 00:00:00,11363.54,6.594,0.5707,3.4415,385.24,3.118,0.098108,57.72,14.63013,274.9,85.482
2020-08-26 06:00:00,11380.22,6.615,0.5506,3.4275,382.3,3.108,0.098676,57.94,14.54508,274.89,86.113
2020-08-26 12:00:00,11459.57,6.586,0.5703,3.4624,388.59,3.143,0.099065,58.45,15.3539,276.28,86.739
2020-08-26 18:00:00,11463.27,6.592,0.5504,3.3711,386.1,3.118,0.098152,58.09,15.20469,274.79,85.965
2020-08-27 00:00:00,11348.24,6.628,0.5351,3.3044,381.59,3.072,0.095524,57.37,15.10416,272.61,84.782
2020-08-27 06:00:00,11313.76,6.602,0.5274,3.2,382.14,3.035,0.094997,57.29,14.59747,272.25,83.894
2020-08-27 12:00:00,11192.77,6.701,0.5032,3.1645,377.02,2.908,0.091782,55.04,14.33327,260.87,82.37
2020-08-27 18:00:00,11330.06,6.904,0.5222,3.2259,383.25,2.98,0.093798,56.15,14.52804,264.73,83.409
2020-08-28 00:00:00,11404.64,6.9,0.5314,3.2425,388.6,3.027,0.09446,56.58,14.81179,267.37,84.393
2020-08-28 06:00:00,11481.49,7.42,0.5397,3.3079,393.81,3.059,0.095717,57.78,15.11597,270.01,85.575
2020-08-28 12:00:00,11481.97,6.965,0.5412,3.2534,393.72,3.114,0.095551,57.08,15.19413,268.76,84.771
2020-08-28 18:00:00,11535.0,6.941,0.5339,3.2604,395.47,3.118,0.095701,57.4,15.11729,268.66,84.906
2020-08-29 00:00:00,11514.4,6.969,0.5319,3.288,396.04,3.116,0.095258,57.5,15.51955,270.34,85.165
2020-08-29 06:00:00,11450.53,6.932,0.5312,3.2785,397.98,3.13,0.094708,57.27,15.60405,268.12,84.842
2020-08-29 12:00:00,11510.53,6.9,0.5396,3.4132,401.8,3.157,0.097093,57.67,16.59658,270.0,86.149
2020-08-29 18:00:00,11474.31,6.872,0.534,3.3526,398.58,3.127,0.096269,56.95,16.37,268.29,85.12
2020-08-30 00:00:00,11592.95,6.975,0.5364,3.3619,403.77,3.181,0.097025,58.22,16.96256,271.26,86.129
2020-08-30 06:00:00,11603.58,6.808,0.528,3.3617,406.77,3.177,0.096716,58.48,17.33622,270.62,86.86
2020-08-30 12:00:00,11644.01,6.83,0.5271,3.3965,423.96,3.235,0.098041,61.84,17.05999,277.83,88.414
2020-08-30 18:00:00,11716.01,6.794,0.5183,3.385,428.94,3.259,0.098204,62.9,16.47496,279.31,88.335
2020-08-31 00:00:00,11671.5,6.813,0.5239,3.4121,422.87,3.25,0.096999,61.95,16.68577,277.29,87.471
2020-08-31 06:00:00,11682.01,6.795,0.5243,3.3481,432.35,3.258,0.096429,62.78,16.40206,276.51,87.132
2020-08-31 12:00:00,11712.71,6.74,0.5148,3.3396,434.15,3.238,0.097093,61.39,16.37386,276.75,87.303
2020-08-31 18:00:00,11655.0,6.733,0.5019,3.2452,433.89,3.211,0.096744,60.93,15.58995,273.46,86.107
2020-09-01 00:00:00,11797.98,6.753,0.5359,3.3554,455.76,3.306,0.098018,62.65,15.98266,277.31,87.308
2020-09-01 06:00:00,11881.68,6.769,0.5214,3.343,469.17,3.31,0.098535,62.34,15.9593,278.6,88.254
2020-09-01 12:00:00,11972.99,6.807,0.5245,3.4278,475.49,3.397,0.099801,63.49,16.11577,282.9,88.585
2020-09-01 18:00:00,11924.22,6.8,0.517,3.4403,475.57,3.47,0.098826,62.71,16.09042,292.18,89.186
2020-09-02 00:00:00,11867.86,6.759,0.52,3.3729,476.78,3.441,0.098006,62.66,15.985,289.28,88.445
2020-09-02 06:00:00,11410.39,6.607,0.4613,3.112,442.05,3.104,0.09218,58.6,14.94878,266.0,82.996
2020-09-02 12:00:00,11364.64,6.623,0.4577,3.0725,432.27,3.074,0.092307,57.96,14.65246,262.81,82.324
2020-09-02 18:00:00,11395.48,6.64,0.4638,3.1425,440.02,3.104,0.092481,58.12,14.7792,264.22,83.384
2020-09-03 00:00:00,11296.21,6.517,0.4321,2.9621,432.57,3.011,0.089533,56.97,14.20629,259.38,81.154
2020-09-03 06:00:00,11218.76,6.454,0.4142,2.9257,423.65,2.97,0.089,56.19,13.70123,254.15,80.276
2020-09-03 12:00:00,10696.88,6.168,0.4049,2.8412,400.43,2.885,0.085089,53.35,13.49277,241.84,76.044
2020-09-03 18:00:00,10172.52,5.911,0.3493,2.5794,382.87,2.625,0.0783,50.07,12.07681,225.43,68.0
2020-09-04 00:00:00,10295.65,5.776,0.3555,2.603,388.29,2.686,0.077775,48.77,11.89745,223.49,68.987
2020-09-04 06:00:00,10438.37,6.072,0.3701,2.6759,395.3,3.051,0.081046,51.19,12.39686,234.81,71.033
2020-09-04 12:00:00,10420.3,5.799,0.3717,2.6673,384.18,3.008,0.08045,49.78,12.3795,228.8,71.427
2020-09-04 18:00:00,10500.05,6.04,0.3781,2.7958,388.96,3.013,0.081534,50.76,12.44729,230.9,73.352
2020-09-05 00:00:00,10408.74,6.041,0.3777,2.6992,382.06,3.034,0.080829,49.56,12.36541,230.0,71.835
2020-09-05 06:00:00,10227.88,5.93,0.3569,2.5579,356.16,3.021,0.078137,48.63,11.64314,223.36,68.894
2020-09-05 12:00:00,10132.97,5.694,0.3482,2.4846,340.48,2.933,0.076214,47.83,10.73111,224.46,67.789
2020-09-05 18:00:00,10168.36,5.63,0.342,2.4853,335.25,2.941,0.075569,47.83,10.61184,225.94,68.05
2020-09-06 00:00:00,10123.08,5.602,0.3284,2.413,325.06,2.872,0.073839,47.53,10.26138,223.6,67.971
2020-09-06 06:00:00,10268.34,5.777,0.3552,2.5875,354.68,2.969,0.07709,48.95,12.09404,231.83,70.814
2020-09-06 12:00:00,10209.86,6.071,0.3506,2.5264,349.3,2.883,0.077163,47.9,12.02219,226.56,69.737
2020-09-06 18:00:00,10257.86,5.911,0.3757,2.5502,352.77,2.902,0.077388,47.94,12.81,227.72,70.155
2020-09-07 00:00:00,10103.5,5.6,0.3516,2.4472,341.82,2.826,0.076105,47.0,12.09759,222.43,68.3
2020-09-07 06:00:00,10029.56,5.588,0.339,2.4172,335.76,2.763,0.075468,46.28,12.00148,221.52,67.66
2020-09-07 12:00:00,10163.37,5.74,0.3621,2.4968,346.56,2.816,0.077349,47.92,12.03251,225.44,75.425
2020-09-07 18:00:00,10375.0,5.783,0.373,2.5638,353.71,2.855,0.078798,48.88,12.49471,228.84,76.249
2020-09-08 00:00:00,10228.04,5.703,0.3559,2.5098,344.59,2.79,0.077846,48.22,12.13869,226.89,76.452
2020-09-08 06:00:00,9980.08,5.489,0.3415,2.448,333.53,2.711,0.076382,47.1,11.52787,220.53,72.951
2020-09-08 12:00:00,10153.31,5.631,0.3549,2.5242,344.57,2.768,0.077966,47.83,11.96241,225.34,73.626
2020-09-08 18:00:00,10125.69,5.637,0.3493,2.4986,337.48,2.763,0.077385,47.49,11.73339,222.3,74.636
2020-09-09 00:00:00,10087.93,5.572,0.3439,2.4564,336.91,2.731,0.076996,47.36,11.76289,222.89,76.122
2020-09-09 06:00:00,10226.75,5.618,0.3546,2.535,347.51,2.769,0.078162,47.81,12.31253,224.73,76.7
2020-09-09 12:00:00,10275.69,5.64,0.3814,2.5727,351.86,2.796,0.079174,48.45,12.48599,227.0,76.746
2020-09-09 18:00:00,10224.56,5.627,0.4126,2.5295,351.1,2.753,0.078251,47.86,12.3383,223.91,75.668
2020-09-10 00:00:00,10381.48,5.721,0.4217,2.5989,371.0,2.797,0.080218,48.77,12.98613,227.48,76.829
2020-09-10 06:00:00,10300.76,5.711,0.4158,2.562,365.72,2.768,0.08079,48.56,12.79394,226.27,76.331
2020-09-10 12:00:00,10351.18,5.785,0.4255,2.6051,367.83,2.777,0.081471,48.54,12.72401,228.01,76.82
2020-09-10 18:00:00,10343.23,5.646,0.4129,2.5743,368.06,2.777,0.081145,48.71,12.50359,227.46,77.035
2020-09-11 00:00:00,10285.0,5.564,0.4018,2.5163,362.03,2.755,0.08028,48.11,12.34519,223.89,76.048
2020-09-11 06:00:00,10255.85,5.641,0.3981,2.506,362.45,2.777,0.080809,48.27,12.25733,222.84,75.468
2020-09-11 12:00:00,10300.01,5.673,0.4028,2.5196,366.81,2.781,0.08179,48.39,12.42611,223.83,76.046
2020-09-11 18:00:00,10394.41,5.944,0.412,2.5583,373.93,2.786,0.083803,48.98,12.44007,225.33,77.083
2020-09-12 00:00:00,10364.99,5.973,0.4025,2.5355,371.05,2.785,0.084445,48.96,12.40093,224.82,76.578
2020-09-12 06:00:00,10340.6,5.933,0.4065,2.5394,370.58,2.779,0.084055,48.8,12.53465,224.44,76.817
2020-09-12 12:00:00,10380.0,5.954,0.4,2.5468,374.0,2.787,0.082866,49.03,12.45,225.1,79.16
2020-09-12 18:00:00,10446.52,5.969,0.4085,2.5998,387.81,2.805,0.083894,50.85,12.72281,230.14,79.406
2020-09-13 00:00:00,10536.27,6.045,0.4067,2.6485,387.59,2.816,0.08416,50.71,12.83506,232.48,78.078
2020-09-13 06:00:00,10326.81,5.905,0.3799,2.572,372.15,2.753,0.081833,49.16,12.27,225.24,75.134
2020-09-13 12:00:00,10284.96,5.874,0.3702,2.571,359.53,2.7,0.08035,47.7,12.01399,221.88,74.806
2020-09-13 18:00:00,10336.76,5.91,0.3774,2.6265,366.58,2.726,0.080051,48.18,12.07006,222.28,75.433
2020-09-14 00:00:00,10343.36,5.867,0.3724,2.559,365.15,2.714,0.079685,47.45,11.80822,222.51,75.228
2020-09-14 06:00:00,10474.92,5.947,0.3829,2.6305,368.91,2.734,0.081149,48.27,11.88329,224.67,75.204
2020-09-14 12:00:00,10687.66,5.998,0.3852,2.6619,377.97,2.745,0.081178,49.02,12.15767,227.04,75.739
2020-09-14 18:00:00,10679.95,5.984,0.3816,2.6129,377.28,2.731,0.080175,49.1,12.13,225.76,75.168
2020-09-15 00:00:00,10741.54,6.074,0.3759,2.6223,374.77,2.757,0.080167,49.55,11.98635,239.96,74.7
2020-09-15 06:00:00,10832.83,6.032,0.3857,2.6174,376.81,2.754,0.081189,49.82,11.94982,237.9,75.19
2020-09-15 12:00:00,10805.01,6.133,0.3619,2.55,368.12,2.732,0.079314,49.07,11.51749,236.83,74.567
2020-09-15 18:00:00,10783.75,6.096,0.354,2.5045,364.2,2.701,0.077821,48.3,10.94929,235.12,72.926
2020-09-16 00:00:00,10776.9,6.002,0.3554,2.4808,362.33,2.661,0.078481,48.01,10.77622,230.74,72.388
2020-09-16 06:00:00,10907.87,6.149,0.3543,2.5024,364.73,2.672,0.081,48.09,11.05999,231.5,72.662
2020-09-16 12:00:00,11043.23,6.189,0.3456,2.4841,369.66,2.727,0.080864,48.58,10.93751,234.19,73.921
2020-09-16 18:00:00,10959.61,6.143,0.3601,2.4776,365.23,2.712,0.079946,47.74,10.73319,230.62,72.949
2020-09-17 00:00:00,10914.07,6.125,0.3609,2.5257,379.95,2.738,0.080099,48.32,11.17715,234.83,73.269
2020-09-17 06:00:00,10883.73,6.151,0.3549,2.4775,383.33,2.736,0.0798,48.65,10.7838,234.73,72.784
2020-09-17 12:00:00,10866.09,6.128,0.3556,2.4784,381.59,2.72,0.079827,48.34,10.67178,231.57,72.382
2020-09-17 18:00:00,10943.61,6.108,0.3564,2.4704,389.45,2.738,0.080388,48.88,11.00975,232.78,73.229
2020-09-18 00:00:00,10931.76,6.113,0.3539,2.4828,385.74,2.73,0.079829,48.51,10.94385,233.73,72.751
2020-09-18 06:00:00,10976.14,6.091,0.3541,2.5058,385.39,2.732,0.079749,48.79,10.85926,235.63,72.777
2020-09-18 12:00:00,10835.14,6.155,0.336,2.3536,376.81,2.662,0.07753,47.73,10.06926,232.06,70.83
2020-09-18 18:00:00,10937.52,6.168,0.337,2.3919,384.64,2.69,0.078256,48.55,10.08965,234.0,72.07
2020-09-19 00:00:00,10935.13,6.176,0.332,2.3351,379.6,2.704,0.07766,48.21,10.11411,233.53,71.822
2020-09-19 06:00:00,11144.86,6.131,0.3335,2.3238,386.99,2.731,0.078459,48.87,10.48089,236.36,72.913
2020-09-19 12:00:00,11071.98,6.232,0.3457,2.3135,386.01,2.713,0.078706,48.72,10.1801,234.46,73.175
2020-09-19 18:00:00,11080.0,6.211,0.3419,2.319,385.23,2.702,0.078496,48.48,10.12334,233.06,72.747
2020-09-20 00:00:00,10953.05,6.141,0.3461,2.3703,380.84,2.683,0.078004,48.08,10.45516,230.23,71.981
2020-09-20 06:00:00,10950.0,6.12,0.3396,2.3526,379.29,2.691,0.077854,48.05,10.31949,229.8,71.691
2020-09-20 12:00:00,10899.95,6.083,0.3234,2.2444,372.85,2.667,0.075965,46.95,9.91149,225.52,70.507
2020-09-20 18:00:00,10920.89,6.048,0.3277,2.218,370.69,2.669,0.07689,47.09,9.73776,226.31,70.567
2020-09-21 00:00:00,10965.01,6.041,0.3246,2.2364,374.52,2.674,0.07682,47.42,9.72993,227.67,71.385
2020-09-21 06:00:00,10630.0,5.972,0.2985,2.0362,352.24,2.59,0.073018,44.96,8.88547,216.87,67.559
2020-09-21 12:00:00,10392.69,6.059,0.29,1.9724,340.88,2.514,0.070258,43.16,8.59002,213.03,65.887
2020-09-21 18:00:00,10416.82,5.86,0.2869,1.9728,340.11,2.502,0.069945,43.13,8.70935,212.54,66.792
2020-09-22 00:00:00,10459.14,5.817,0.2947,2.0383,343.99,2.548,0.071931,43.75,9.02699,214.88,68.363
2020-09-22 06:00:00,10453.22,5.83,0.2855,2.1059,339.41,2.541,0.070088,43.61,8.84172,213.96,67.506
2020-09-22 12:00:00,10487.28,5.857,0.3124,2.1796,343.56,2.556,0.071762,44.1,8.84417,214.62,68.539
2020-09-22 18:00:00,10531.13,5.889,0.3064,2.1085,344.26,2.572,0.071742,44.49,8.74959,220.0,68.149
2020-09-23 00:00:00,10471.51,5.789,0.2952,2.0556,340.48,2.555,0.071161,44.22,8.35227,216.28,67.53
2020-09-23 06:00:00,10475.02,5.846,0.2967,2.0387,338.71,2.554,0.071029,44.64,8.14487,214.61,67.412
2020-09-23 12:00:00,10455.5,5.829,0.2932,2.0083,338.01,2.542,0.070666,44.31,8.26969,214.52,67.09
2020-09-23 18:00:00,10235.1,5.816,0.269,1.9569,320.63,2.439,0.067295,42.95,7.64053,207.62,64.71
2020-09-24 00:00:00,10289.46,5.738,0.2688,2.0245,324.99,2.45,0.068483,43.41,8.30733,208.79,65.81
2020-09-24 06:00:00,10412.0,5.758,0.2807,2.078,338.27,2.496,0.069783,44.14,8.71324,214.34,67.194
2020-09-24 12:00:00,10667.44,5.795,0.2888,2.082,346.26,2.523,0.069554,44.86,9.35317,216.11,67.846
2020-09-24 18:00:00,10740.01,5.82,0.2938,2.1554,349.14,2.533,0.070513,44.94,9.87988,216.23,67.757
2020-09-25 00:00:00,10642.46,5.786,0.2984,2.133,341.0,2.497,0.069866,44.24,9.6113,213.1,67.1
2020-09-25 06:00:00,10625.67,5.77,0.2968,2.1495,343.71,2.515,0.072312,46.1,9.78974,214.37,67.57
2020-09-25 12:00:00,10701.02,5.781,0.3155,2.2274,349.63,2.545,0.074174,46.18,10.8253,216.9,68.99
2020-09-25 18:00:00,10690.53,5.798,0.3174,2.2104,352.11,2.545,0.074752,46.04,10.73843,216.67,68.581
2020-09-26 00:00:00,10729.15,5.747,0.3334,2.18,352.77,2.552,0.075701,45.88,10.89258,216.47,68.932
2020-09-26 06:00:00,10710.19,5.808,0.3258,2.1855,351.97,2.547,0.074157,45.73,10.71535,215.37,69.138
2020-09-26 12:00:00,10747.21,5.783,0.334,2.1854,354.34,2.592,0.073799,46.28,10.26198,223.07,69.613
2020-09-26 18:00:00,10730.0,5.755,0.325,2.1706,354.13,2.566,0.07389,46.06,10.31709,221.41,69.011
2020-09-27 00:00:00,10787.0,5.848,0.3248,2.1974,360.58,2.585,0.07353,46.16,10.4369,223.44,69.817
2020-09-27 06:00:00,10625.01,5.706,0.3071,2.1264,348.97,2.541,0.071608,45.02,10.11057,217.35,67.5
2020-09-27 12:00:00,10728.32,5.725,0.3183,2.1631,352.82,2.575,0.07348,45.86,10.70732,227.6,68.282
2020-09-27 18:00:00,10778.2,5.675,0.3206,2.1763,357.55,2.589,0.073443,46.07,10.79004,229.39,68.89
2020-09-28 00:00:00,10882.19,5.795,0.3273,2.2096,357.64,2.59,0.073568,46.42,10.72392,228.1,69.105
2020-09-28 06:00:00,10880.0,5.859,0.3377,2.2805,357.87,2.601,0.07527,46.31,10.42189,230.28,68.944
2020-09-28 12:00:00,10894.08,5.775,0.3422,2.326,365.4,2.613,0.075403,46.44,10.64291,231.88,69.462
2020-09-28 18:00:00,10695.55,5.71,0.3259,2.245,353.91,2.561,0.073206,45.21,10.27198,225.29,67.34
2020-09-29 00:00:00,10673.67,5.725,0.3237,2.22,351.45,2.559,0.073131,45.32,10.159,224.67,67.06
2020-09-29 06:00:00,10757.19,5.751,0.3401,2.2569,357.37,2.588,0.074634,45.52,10.12805,228.12,67.768
2020-09-29 12:00:00,10676.24,5.74,0.3248,2.1661,353.68,2.581,0.072622,45.18,9.6603,226.22,66.945
2020-09-29 18:00:00,10840.73,5.698,0.3398,2.2309,359.9,2.6,0.074111,45.69,10.14212,229.01,68.529
2020-09-30 00:00:00,10698.01,5.703,0.3265,2.1647,354.0,2.575,0.07251,45.79,9.58349,227.59,67.1
2020-09-30 06:00:00,10675.87,5.64,0.3202,2.1515,352.79,2.558,0.072211,45.67,9.71314,225.4,66.73
2020-09-30 12:00:00,10769.47,5.694,0.345,2.2158,357.16,2.577,0.073163,46.25,9.88385,229.06,67.846
2020-09-30 18:00:00,10779.63,5.713,0.347,2.1979,359.89,2.578,0.074818,46.32,9.89,227.91,69.097
2020-10-01 00:00:00,10823.65,5.726,0.3711,2.262,362.09,2.597,0.074946,46.5,10.16692,229.28,70.93
2020-10-01 06:00:00,10908.27,5.735,0.3633,2.2949,368.65,2.616,0.075863,47.9,10.39364,232.94,70.75
2020-10-01 12:00:00,10472.97,5.664,0.3336,2.156,346.03,2.508,0.071862,45.67,9.48899,222.17,67.256
2020-10-01 18:00:00,10617.63,5.77,0.3349,2.1895,352.9,2.54,0.073111,46.16,9.63898,228.01,67.97
2020-10-02 00:00:00,10437.92,5.602,0.3086,2.078,342.55,2.485,0.070847,45.26,9.25585,220.0,65.231
2020-10-02 06:00:00,10437.02,5.57,0.3009,2.0395,337.25,2.453,0.069643,44.36,8.85427,215.08,64.791
2020-10-02 12:00:00,10543.18,5.627,0.3172,2.0718,344.45,2.471,0.071008,44.97,9.26207,219.12,65.965
2020-10-02 18:00:00,10573.12,5.666,0.3159,2.088,345.7,2.479,0.070941,44.9,9.219,219.75,65.874
2020-10-03 00:00:00,10541.63,5.615,0.3159,2.094,346.58,2.479,0.071433,45.13,9.22282,220.29,66.108
2020-10-03 06:00:00,10542.07,5.649,0.3229,2.111,347.68,2.491,0.071138,45.49,9.24288,220.01,66.23
2020-10-03 12:00:00,10587.46,5.643,0.328,2.1305,348.32,2.494,0.071347,45.86,9.2773,220.57,66.247
2020-10-03 18:00:00,10551.65,5.615,0.3153,2.1125,346.18,2.478,0.071018,45.56,9.27283,218.59,65.494
2020-10-04 00:00:00,10569.88,5.665,0.3133,2.109,346.68,2.479,0.070807,45.67,9.18697,218.93,65.938
2020-10-04 06:00:00,10604.54,5.573,0.3132,2.1382,347.79,2.485,0.071226,45.81,9.21586,219.67,66.005
2020-10-04 12:00:00,10610.0,5.749,0.3077,2.1345,348.41,2.518,0.072304,46.27,9.25975,220.34,66.479
2020-10-04 18:00:00,10671.11,5.756,0.312,2.1146,352.48,2.516,0.072866,46.71,9.3942,220.8,66.458
2020-10-05 00:00:00,10680.46,5.734,0.3123,2.1185,352.3,2.516,0.073105,46.36,9.45462,220.35,66.09
2020-10-05 06:00:00,10667.54,5.734,0.3103,2.0979,350.71,2.501,0.072391,46.1,9.335,218.99,65.913
2020-10-05 12:00:00,10695.49,5.709,0.3157,2.1354,351.0,2.502,0.07308,45.71,9.49582,220.12,66.171
2020-10-05 18:00:00,10795.0,5.769,0.3184,2.1441,353.73,2.534,0.073303,46.35,9.62573,222.17,67.069
2020-10-06 00:00:00,10749.82,5.727,0.3058,2.1153,353.83,2.521,0.074184,46.59,9.43624,221.35,67.307
2020-10-06 06:00:00,10697.9,5.781,0.2955,2.1167,346.09,2.497,0.072413,45.88,9.12485,218.82,65.953
2020-10-06 12:00:00,10708.93,5.661,0.2984,2.1727,348.75,2.796,0.074186,47.28,9.12368,226.25,66.864
2020-10-06 18:00:00,10602.66,5.539,0.2861,2.0577,340.78,2.696,0.072433,46.0,8.77317,219.69,65.274
2020-10-07 00:00:00,10611.0,5.427,0.2935,2.1025,339.51,2.667,0.07208,45.82,8.71502,219.16,65.693
2020-10-07 06:00:00,10605.2,5.557,0.2929,2.0959,339.39,2.641,0.071686,45.66,8.70353,218.13,65.363
2020-10-07 12:00:00,10637.87,5.488,0.3023,2.0814,338.22,2.648,0.07231,46.49,8.8367,221.66,65.599
2020-10-07 18:00:00,10670.47,5.531,0.3064,2.0689,341.68,2.645,0.072253,46.58,8.97632,223.02,65.882
2020-10-08 00:00:00,10616.74,5.56,0.2987,2.044,338.9,2.627,0.07147,46.19,8.68935,224.78,65.607
2020-10-08 06:00:00,10605.41,5.547,0.2966,2.0331,337.6,2.564,0.071221,45.9,8.63067,224.69,64.899
2020-10-08 12:00:00,10884.18,5.606,0.3085,2.1309,350.52,2.623,0.073091,47.26,9.4245,233.89,66.583
2020-10-08 18:00:00,10933.09,5.537,0.3084,2.1145,351.25,2.607,0.073237,47.24,9.56629,234.09,66.509
2020-10-09 00:00:00,10868.01,5.532,0.3019,2.08,348.71,2.594,0.073158,46.74,9.42809,234.04,66.401
2020-10-09 06:00:00,11050.19,5.625,0.3181,2.1769,359.15,2.641,0.074778,47.54,10.07225,239.04,67.159
2020-10-09 12:00:00,11069.28,5.608,0.3253,2.2133,365.07,2.636,0.075641,47.81,10.39784,237.47,67.404
2020-10-09 18:00:00,11057.07,5.669,0.3289,2.2017,365.36,2.642,0.075076,47.82,10.40312,237.25,67.247
2020-10-10 00:00:00,11377.94,5.724,0.3256,2.2341,374.05,2.687,0.07655,49.64,10.55934,242.14,68.562
2020-10-10 06:00:00,11322.6,5.704,0.3229,2.2356,372.28,2.67,0.076997,49.24,10.58713,241.04,68.218
2020-10-10 12:00:00,11360.41,5.71,0.3256,2.2371,373.24,2.677,0.077812,49.29,10.53392,239.55,68.178
2020-10-10 18:00:00,11299.5,5.677,0.3264,2.205,370.75,2.642,0.077273,48.9,10.52,237.42,67.928
2020-10-11 00:00:00,11342.71,5.687,0.3228,2.2488,371.96,2.663,0.077799,49.71,10.34157,239.67,69.282
2020-10-11 06:00:00,11373.89,5.753,0.3217,2.2331,374.44,2.67,0.077785,50.22,10.59859,241.79,71.121
2020-10-11 12:00:00,11425.0,5.74,0.3362,2.3022,375.46,2.673,0.07857,50.8,10.99164,241.31,71.878
2020-10-11 18:00:00,11374.01,5.714,0.3313,2.2526,374.38,2.657,0.077132,50.48,10.85521,239.15,71.725
2020-10-12 00:00:00,11401.67,5.725,0.3445,2.2779,374.77,2.659,0.077914,50.22,10.93655,240.21,73.108
2020-10-12 06:00:00,11247.6,5.72,0.3472,2.2504,366.49,2.615,0.076076,49.52,10.85627,234.35,70.722
2020-10-12 12:00:00,11560.14,5.747,0.3575,2.3534,387.87,2.673,0.078354,51.19,11.55,242.07,72.911
2020-10-12 18:00:00,11535.46,5.725,0.3444,2.3451,386.74,2.644,0.07751,50.61,11.4357,239.81,71.709
2020-10-13 00:00:00,11511.86,5.746,0.3527,2.3914,385.05,2.651,0.077227,50.33,11.4759,243.06,71.978
2020-10-13 06:00:00,11493.91,5.695,0.3538,2.4226,384.58,2.651,0.077014,50.17,11.43728,245.06,73.363
